n,text,label
3275,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 2 volumes - guia 0000202113/15 Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3276,Remetidos os Autos para a Justiça Trabalhista (movimentação exclusiva do distribuidor) Determinação judicial de fls. 173.,H:Ativo
3277,Mandado Juntado,H:Arquivado
3278,Suspensão do Prazo Prazo referente ao usuário foi alterado para 17/01/2020 devido à alteração da tabela de feriados,H:Suspenso
3279,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3280,Baixa Definitiva,H:Arquivado
3281,Suspensão do Prazo Prazo referente ao usuário foi alterado para 10/05/2019 devido à alteração da tabela de feriados,H:Ativo
3282,Arquivado Definitivamente,H:Arquivado
3283,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3284,"Certidão de Cartório Expedida Certifico e dou fé que a parte exequente protocolou o incidente de cumprimento de sentença, conforme determinado. Certifico, ainda, que faço remessa dos presentes autos físicos ao arquivo provisório do cartório, em acordo com o Provimento CG 16/2016.",H:Suspenso
3285,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3286,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva,H:Arquivado
3287,Certidão de Cartório Expedida certidão de decurso de prazo,H:Arquivado
3288,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3289,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
3290,Arquivado Definitivamente,H:Arquivado
3291,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3292,Baixa Definitiva PROCESSO ARQUIVADO EM 28/06/2018 NA CAIXA 7525/18,H:Arquivado
3293,Tipo do Movimento:Recebidos os autos ,H:Ativo
3294,Certidão de Cartório Expedida C E R T I D Ã OCertifico haver decorrido o prazo para a autora apresentar contrarrazões. Certifico ainda que nos autos não existe mídia digital. Certifica mais e finalmente que encaminhos os autos ao Egrégio Tribunal. Nada Mais,H:Ativo
3295,Arquivado Provisoriamente ag. provocação,H:Suspenso
3296,Recebidos os Autos do Tribunal de Justiça Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara da Fazenda Pública,H:Ativo
3297,Contrarrazões Juntada Nº Protocolo: WJMJ.18.41264288-0 Tipo da Petição: Contrarrazões de Apelação Data: 21/09/2018 15:04,H:Ativo
3298,Arquivado Definitivamente,H:Arquivado
3299,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
3300,Suspensão do Prazo Prazo referente à movimentação foi alterado para 04/06/2018 devido à alteração da tabela de feriados,H:Ativo
3301,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva,H:Arquivado
3302,Arquivado Provisoriamente,H:Suspenso
3303,Suspensão do Prazo Prazo referente ao usuário foi alterado para 14/08/2018 devido à alteração da tabela de feriados,H:Ativo
3304,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3305,"Certidão de Trânsito em Julgado com Baixa Expedida-Art. 267, I, IV, VI e IX do CPC. T.J. em 29/06/2015",H:Arquivado
3306,Certidão de Publicação Expedida Relação :0397/2018 Data da Disponibilização: 10/10/2018 Data da Publicação: 11/10/2018 Número do Diário: 2677 Página: 528/614,H:Arquivado
3307,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3308,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3309,"Edital 75/2016Publicado No Doe Nº 3307, Em 08/07/2016 Publicação De Edital",H:Arquivado
3310,Arquivado Provisoriamente,H:Suspenso
3311,Recebidos os Autos do Tribunal de Justiça Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
3312,Baixa Definitiva,H:Arquivado
3313,Arquivado Definitivamente,H:Arquivado
3314,Autos no Prazo,H:Ativo
3315,Certidão de Publicação Expedida Relação :0236/2019 Data da Disponibilização: 28/02/2019 Data da Publicação: 01/03/2019 Número do Diário: Caderno 04 Página: 1217,H:Ativo
3316,Suspensão do Prazo Prazo referente ao usuário foi alterado para 27/02/2019 devido à alteração da tabela de feriados,H:Ativo
3317,Trânsito em Julgado às partes Acórdão transitou em julgado em 20/05/17,H:Arquivado
3318,Arquivado Definitivamente,H:Arquivado
3319,Arquivado Definitivamente,H:Arquivado
3320,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3321,Arquivado Definitivamente Arquivado nos termos da r. decisão fls. 286,H:Arquivado
3322,Arquivado Definitivamente REMETIDOS 1º AO 4º VOLUMES.,H:Arquivado
3323,Arquivado Provisoriamente,H:Suspenso
3324,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
3325,Decisão,H:Ativo
3326,Arquivado Provisoriamente,H:Suspenso
3327,Trânsito em Julgado às partes Certidão - Trânsito em Julgado,H:Arquivado
3328,Arquivado Definitivamente,H:Arquivado
3329,Recibo Juntado,H:Arquivado
3330,Certidão de Publicação Expedida Relação :0041/2019 Data da Disponibilização: 27/02/2019 Data da Publicação: 28/02/2019 Número do Diário: 2758 Página: 1850/1861,H:Ativo
3331,Arquivado Definitivamente arquivado extinto,H:Arquivado
3332,Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho,H:Arquivado
3333,Petição Juntada Nº Protocolo: WFPA.18.80105348-7 Tipo da Petição: Contestação Data: 30/08/2018 15:29,H:Ativo
3334,Certidão de Publicação Expedida Relação :0354/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 1486/1502,H:Ativo
3335,Ofício Expedido Processo Digital - Ofício - IIRGD - Decisão - Crime,H:Arquivado
3336,Arquivado Definitivamente,H:Arquivado
3337,Expedição de documento,H:Ativo
3338,Serventuário,H:Arquivado
3339,Suspensão do Prazo Prazo referente ao usuário foi alterado para 02/07/2019 devido à alteração da tabela de feriados,H:Ativo
3340,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Retorno ao Arquivo 14.04.16,H:Arquivado
3341,Para O(S) Autor(Es) Ed.Nº 3425 Sol.Nº 1750 Publicação De Notificação Ciência Despacho,H:Ativo
3342,Remetidos os autos para o Cartório Distribuidor local para Cancelamento da Distribuição,H:Ativo
3343,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 14ª Vara de Fazenda Pública,H:Ativo
3344,Certidão de Publicação Expedida Relação :0212/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: Página: 747,H:Ativo
3345,Suspensão do Prazo Prazo referente ao usuário foi alterado para 15/03/2019 devido à alteração da tabela de feriados,H:Ativo
3346,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3347,Trânsito em Julgado às partes - com Baixa Transito em julgado em 27/10/2017,H:Arquivado
3348,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3349,Certidão de Publicação Expedida Relação :0093/2019 Data da Disponibilização: 29/03/2019 Data da Publicação: 01/04/2019 Número do Diário: 2778 Página: 1585/1607,H:Ativo
3350,Arquivado Definitivamente,H:Arquivado
3351,Para O(S) Autor(Es) E Réu(S) Ed.Nº 2962 Sol.Nº 4128 Publicação De Notificação Ciência Despacho,H:Ativo
3352,Redistribuído por Direcionamento (movimentação exclusiva do distribuidor) Redistribuição,H:Ativo
3353,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
3354,Arquivado Definitivamente,H:Arquivado
3355,Certidão de Publicação Expedida Relação :0075/2018 Data da Disponibilização: 24/04/2018 Data da Publicação: 25/04/2018 Número do Diário: Página:,H:Arquivado
3356,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa,H:Arquivado
3357,Arquivado Definitivamente,H:Arquivado
3358,Baixa Definitiva,H:Arquivado
3359,Autos Destruídos,H:Arquivado
3360,Arquivado Definitivamente Caixa n. 4523/2018,H:Arquivado
3361,Conclusos para Despacho,H:Ativo
3362,Certidão de Publicação Expedida Relação :0046/2018 Data da Disponibilização: 09/03/2018 Data da Publicação: 12/03/2018 Número do Diário: 2532 Página: 1023/1038,H:Ativo
3363,Arquivado Provisoriamente,H:Suspenso
3364,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3365,"Arquivado Definitivamente Arquivado, PACOTE Nº 435/2018",H:Arquivado
3366,"Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pac.;6846/2018 - 1º,2ºe3ºvol.",H:Arquivado
3367,Conclusos para Despacho Tipo de local de destino: Juiz de Direito Especificação do local de destino: Fabio Rodrigues Fazuoli,H:Ativo
3368,Arquivados Os Autos Definitivamente,H:Ativo
3369,Ato ordinatório Remetido ao ARQUIVO GERAL - CX. 4277/2015,H:Arquivado
3370,Autos no Prazo P. 10/10/19 - AG. JULG. RECURSO,H:Ativo
3371,Despacho,H:Ativo
3372,Certidão de Publicação Expedida Relação :0002/2019 Data da Disponibilização: 31/01/2019 Data da Publicação: 01/02/2019 Número do Diário: 2739 Página: 1575/1582,H:Ativo
3373,Certidão de Publicação Expedida Relação :0123/2015 Data da Disponibilização: 15/05/2015 Data da Publicação: 18/05/2015 Número do Diário: 1885 Página: 1479/1504,H:Ativo
3374,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3375,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3376,Processo de Execução da Pena Cadastrado PEC: 0003391-48.2019.8.26.0502 Parte: 3 - Davi Jefferson Sabino Bassani,H:Ativo
3377,Autos no Prazo,H:Ativo
3378,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3379,Certidão de Publicação Expedida Relação :0252/2017 Data da Disponibilização: 30/08/2017 Data da Publicação: 31/08/2017 Número do Diário: 2421 Página: 1153/1159,H:Ativo
3380,Arquivado Definitivamente,H:Arquivado
3381,Certidão de Publicação Expedida Relação :0068/2019 Data da Disponibilização: 30/01/2019 Data da Publicação: 31/01/2019 Número do Diário: 2738 Página: 827/835,H:Suspenso
3382,Expedição de documento,H:Ativo
3383,Certidão de Publicação Expedida Relação :0272/2016 Data da Disponibilização: 17/10/2016 Data da Publicação: 18/10/2016 Número do Diário: Página:,H:Arquivado
3384,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª Vara de Fazenda Pública,H:Ativo
3385,"Ofício Juntado Juntada a petição diversa - Tipo: Ofício em Ação Penal - Procedimento Ordinário - Número: 80009 - Complemento: Ofício nº 1576/2017 1º DP-ITU, encaminhando Auto de Destruição",H:Ativo
3386,Início da Execução Juntado 0007734-46.2018.8.26.0624 - Cumprimento de sentença,H:Arquivado
3387,"Baixa Definitiva Extinto nos termos do art. 794, I, CPC. Vol. 1 a 3",H:Arquivado
3388,Autos no Prazo ag prazo protocolo 26/07/19 decurso 02/08/19,H:Ativo
3389,Conclusos para Despacho,H:Ativo
3390,Arquivado Provisoriamente,H:Suspenso
3391,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
3392,Arquivado Provisoriamente por falta de andamento no Arquivo Geral ARQUIVADO NO PACOTE 5276/15,H:Arquivado
3393,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3394,Decurso de Prazo Certidão - Decurso de prazo,H:Ativo
3395,Arquivado Definitivamente,H:Arquivado
3396,Recebido pelo Distribuidor (movimentação exclusiva do distribuidor) Remessa Definitiva à Vara Federal,H:Ativo
3397,Certidão de Publicação Expedida Relação :0362/2019 Data da Disponibilização: 22/03/2019 Data da Publicação: 25/03/2019 Número do Diário: 2773 Página: 2030/2032,H:Ativo
3398,Conclusos,H:Ativo
3399,Arquivado Definitivamente PACOTE 4855/2017,H:Arquivado
3400,Remetidos os Autos para a Administração - Destruição Os autos serão encaminhados para Destruição em 02/12/2016.,H:Arquivado
3401,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:128/139,H:Arquivado
3402,Arquivado Provisoriamente PACOTE 13.912/18 1º AO 3º VOL - PACOTE 13.913/18 4º AO 7º VOL,H:Suspenso
3403,AR Positivo Juntado,H:Arquivado
3404,Suspensão do Prazo Prazo referente à movimentação foi alterado para 08/05/2018 devido à alteração da tabela de feriados,H:Ativo
3405,Arquivado Definitivamente Arquivado e remetido à Recall em 02/5/17,H:Arquivado
3406,Suspensão do Prazo Prazo referente ao usuário foi alterado para 05/04/2019 devido à alteração da tabela de feriados,H:Ativo
3407,Arquivado Definitivamente,H:Arquivado
3408,Suspensão do Prazo Prazo referente à movimentação foi alterado para 05/06/2019 devido à alteração da tabela de feriados,H:Ativo
3409,Arquivado Definitivamente,H:Arquivado
3410,Suspensão do Prazo Prazo referente ao usuário foi alterado para 11/04/2019 devido à alteração da tabela de feriados,H:Ativo
3411,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva Carta precatória cumprida positiva,H:Arquivado
3412,Certidão de Publicação Expedida Relação :0061/2019 Data da Disponibilização: 01/03/2019 Data da Publicação: 07/03/2019 Número do Diário: 2760 Página: 1723/1747,H:Ativo
3413,Arquivado Definitivamente,H:Arquivado
3414,Baixa Definitiva,H:Arquivado
3415,Baixa Definitiva,H:Arquivado
3416,Arquivado Definitivamente,H:Arquivado
3417,"Certidão de Cartório Expedida Certifico e dou fé haver decorrido o prazo legal, sem que houvesse notícias a respeito de interposição de recurso contra a decisão de fls.251/252. Certifico ainda que decorreu o prazo de 15 dias da publicação de fl.256, sem manifestação da exequente. Certifico mais e finalmente que, nesta data, procedi as anotações necessárias à suspensão do processo no sistema assim como o encaminhamento dos autos ao arquivo geral.",H:Suspenso
3418,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
3419,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 3ª Vara de Fazenda Pública,H:Arquivado
3420,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Retorno ao Arquivo Tipo de local de destino: Arquivo Especificação do local de destino: Arquivo,H:Arquivado
3421,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80015 - Protocolo: FJMJ18014953560,H:Ativo
3422,Certidão de Publicação Expedida Relação :0254/2019 Data da Disponibilização: 21/03/2019 Data da Publicação: 22/03/2019 Número do Diário: 2772 Página: 1623/1653,H:Ativo
3423,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3424,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3425,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pac.; 6514/2016 - 1'ºe2ºvol.,H:Arquivado
